"","czone","IND","variable","HH","forecast","czonename"
"851","38100","44","2014",9407,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"852","38000","44","2014",183188,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"853","37800","44","2014",289271,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"854","37700","44","2014",32857,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"855","37500","44","2014",111500,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"856","37400","44","2014",165875,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"857","37300","44","2014",14361,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"858","37200","44","2014",31651,"Ind Age Forecast","Fresno, CA Metro PLUS"
"859","37100","44","2014",41002,"Ind Age Forecast","Bakersfield, CA Metro "
"860","37000","44","2014",46890,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"861","36700","44","2014",9359,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"862","36600","44","2014",9180,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"863","38300","48","2014",377722,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"864","38200","48","2014",10939,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"865","38100","48","2014",2436,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"866","38000","48","2014",39754,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"867","37800","48","2014",103300,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"868","37700","48","2014",5364,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"869","37500","48","2014",23732,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"870","37400","48","2014",51039,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"871","37300","48","2014",2191,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"872","37200","48","2014",10166,"Ind Age Forecast","Fresno, CA Metro PLUS"
"873","37100","48","2014",15595,"Ind Age Forecast","Bakersfield, CA Metro "
"874","37000","48","2014",17804,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"875","36700","48","2014",1302,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"876","36600","48","2014",2128,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"877","38300","51","2014",310831,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"878","38200","51","2014",5567,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"879","38100","51","2014",1380,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"880","38000","51","2014",36401,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"881","37800","51","2014",92379,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"882","37700","51","2014",4254,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"883","37500","51","2014",45548,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"884","37400","51","2014",34397,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"885","37300","51","2014",1506,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"886","37200","51","2014",3330,"Ind Age Forecast","Fresno, CA Metro PLUS"
"887","37100","51","2014",3772,"Ind Age Forecast","Bakersfield, CA Metro "
"888","37000","51","2014",4070,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"889","36700","51","2014",593,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"890","36600","51","2014",1246,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"891","38300","52","2014",367579,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"892","38200","52","2014",10473,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"893","38100","52","2014",1483,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"894","38000","52","2014",58288,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"895","37800","52","2014",146916,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"896","37700","52","2014",11647,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"897","37500","52","2014",31661,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"898","37400","52","2014",64849,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"899","37300","52","2014",3669,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"900","37200","52","2014",7295,"Ind Age Forecast","Fresno, CA Metro PLUS"
"901","37100","52","2014",7397,"Ind Age Forecast","Bakersfield, CA Metro "
"902","37000","52","2014",9096,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"903","36700","52","2014",1810,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"904","36600","52","2014",2699,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"905","38300","53","2014",209325,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"906","38200","53","2014",7540,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"907","38100","53","2014",314,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"908","38000","53","2014",40319,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"909","37800","53","2014",64531,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"910","37700","53","2014",5318,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"911","37500","53","2014",25360,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"912","37400","53","2014",33807,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"913","37300","53","2014",2165,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"914","37200","53","2014",3650,"Ind Age Forecast","Fresno, CA Metro PLUS"
"915","37100","53","2014",5180,"Ind Age Forecast","Bakersfield, CA Metro "
"916","37000","53","2014",4369,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"917","36700","53","2014",1028,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"918","36600","53","2014",1298,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"919","38300","54","2014",1105871,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"920","38200","54","2014",37602,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"921","38100","54","2014",2468,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"922","38000","54","2014",224207,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"923","37800","54","2014",470249,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"924","37700","54","2014",30308,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"925","37500","54","2014",206889,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"926","37400","54","2014",150935,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"927","37300","54","2014",10284,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"928","37200","54","2014",21276,"Ind Age Forecast","Fresno, CA Metro PLUS"
"929","37100","54","2014",25515,"Ind Age Forecast","Bakersfield, CA Metro "
"930","37000","54","2014",31092,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"931","36700","54","2014",5788,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"932","36600","54","2014",7289,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"933","38300","55","2014",5807,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"934","38200","55","2014",90,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"935","38000","55","2014",955,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"936","37800","55","2014",2082,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"937","37700","55","2014",62,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"938","37500","55","2014",815,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"939","37400","55","2014",439,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"940","37300","55","2014",80,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"941","37200","55","2014",57,"Ind Age Forecast","Fresno, CA Metro PLUS"
"942","37000","55","2014",223,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"943","38300","61","2014",744543,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"944","38200","61","2014",39088,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"945","38100","61","2014",7712,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"946","38000","61","2014",139157,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"947","37800","61","2014",228702,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"948","37700","61","2014",17144,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"949","37500","61","2014",95146,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"950","37400","61","2014",120466,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"951","37300","61","2014",8944,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"952","37200","61","2014",25902,"Ind Age Forecast","Fresno, CA Metro PLUS"
"953","37100","61","2014",26768,"Ind Age Forecast","Bakersfield, CA Metro "
"954","37000","61","2014",30803,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"955","36700","61","2014",7026,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"956","36600","61","2014",5969,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"957","38300","62","2014",1086764,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"958","38200","62","2014",45439,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"959","38100","62","2014",8282,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"960","38000","62","2014",187334,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"961","37800","62","2014",356963,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"962","37700","62","2014",36521,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"963","37500","62","2014",123216,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"964","37400","62","2014",181770,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"965","37300","62","2014",17974,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"966","37200","62","2014",35029,"Ind Age Forecast","Fresno, CA Metro PLUS"
"967","37100","62","2014",41093,"Ind Age Forecast","Bakersfield, CA Metro "
"968","37000","62","2014",40249,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"969","36700","62","2014",8732,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"970","36600","62","2014",12517,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"971","38300","71","2014",276726,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"972","38200","71","2014",8988,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"973","38100","71","2014",540,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"974","38000","71","2014",49515,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"975","37800","71","2014",63373,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"976","37700","71","2014",6499,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"977","37500","71","2014",22461,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"978","37400","71","2014",35233,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"979","37300","71","2014",2860,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"980","37200","71","2014",5748,"Ind Age Forecast","Fresno, CA Metro PLUS"
"981","37100","71","2014",5011,"Ind Age Forecast","Bakersfield, CA Metro "
"982","37000","71","2014",4837,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"983","36700","71","2014",2375,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"984","36600","71","2014",3654,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"985","38300","72","2014",683397,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"986","38200","72","2014",35116,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"987","38100","72","2014",4816,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"988","38000","72","2014",129623,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"989","37800","72","2014",209493,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"990","37700","72","2014",24191,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"991","37500","72","2014",75592,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"992","37400","72","2014",104438,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"993","37300","72","2014",7043,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"994","37200","72","2014",17860,"Ind Age Forecast","Fresno, CA Metro PLUS"
"995","37100","72","2014",28020,"Ind Age Forecast","Bakersfield, CA Metro "
"996","37000","72","2014",27627,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"997","36700","72","2014",6368,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"998","36600","72","2014",5519,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"999","38300","81","2014",526355,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1000","38200","81","2014",20349,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1001","38100","81","2014",4592,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1002","38000","81","2014",77291,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1003","37800","81","2014",145538,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1004","37700","81","2014",15906,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1005","37500","81","2014",53730,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1006","37400","81","2014",69128,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1007","37300","81","2014",4984,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1008","37200","81","2014",10771,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1009","37100","81","2014",15392,"Ind Age Forecast","Bakersfield, CA Metro "
"1010","37000","81","2014",16380,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1011","36700","81","2014",3522,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1012","36600","81","2014",4838,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1013","38300","92","2014",303413,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1014","38200","92","2014",15750,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1015","38100","92","2014",7006,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1016","38000","92","2014",85791,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1017","37800","92","2014",108159,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1018","37700","92","2014",11732,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1019","37500","92","2014",27798,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1020","37400","92","2014",109248,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1021","37300","92","2014",4928,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1022","37200","92","2014",20320,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1023","37100","92","2014",25585,"Ind Age Forecast","Bakersfield, CA Metro "
"1024","37000","92","2014",11889,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1025","36700","92","2014",4138,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1026","36600","92","2014",4705,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1027","38300","99","2014",197809,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1028","38200","99","2014",3815,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1029","38100","99","2014",731,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1030","38000","99","2014",29684,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1031","37800","99","2014",38253,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1032","37700","99","2014",2461,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1033","37500","99","2014",18852,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1034","37400","99","2014",29822,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1035","37300","99","2014",1314,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1036","37200","99","2014",6774,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1037","37100","99","2014",7713,"Ind Age Forecast","Bakersfield, CA Metro "
"1038","37000","99","2014",11991,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1039","36700","99","2014",413,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1040","36600","99","2014",1525,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1041","38300","21","2024",9949.66517919681,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1042","38200","21","2024",2322.11360338792,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1043","38000","21","2024",655.282436861384,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1044","37800","21","2024",3118.93029262819,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1045","37700","21","2024",147,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1046","37500","21","2024",448.491442542787,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1047","37400","21","2024",1186.49812885121,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1048","37300","21","2024",517,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1049","37200","21","2024",279.124031007752,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1050","37100","21","2024",16357.8929725515,"Ind Age Forecast","Bakersfield, CA Metro "
"1051","37000","21","2024",402,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1052","36600","21","2024",418.248062015504,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1053","38300","22","2024",65205.9431716719,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1054","38200","22","2024",4828.3439541845,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1055","38100","22","2024",2561.15276251872,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1056","38000","22","2024",10954.5892159987,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1057","37800","22","2024",21804.4271554852,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1058","37700","22","2024",2026.57448436246,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1059","37500","22","2024",6142.29190046848,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1060","37400","22","2024",13559.1511566438,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1061","37300","22","2024",1353,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1062","37200","22","2024",2005.06029744913,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1063","37100","22","2024",3630.87163121009,"Ind Age Forecast","Bakersfield, CA Metro "
"1064","37000","22","2024",3292.78444042773,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1065","36700","22","2024",568.407230164679,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1066","36600","22","2024",663.002778724606,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1067","38300","23","2024",570991.547175368,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1068","38200","23","2024",21386.6057576348,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1069","38100","23","2024",1952.62439240957,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1070","38000","23","2024",95287.0417364672,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1071","37800","23","2024",156852.40610928,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1072","37700","23","2024",21418.5583090071,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1073","37500","23","2024",63524.9262795497,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1074","37400","23","2024",108465.546099493,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1075","37300","23","2024",6110.1710598343,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1076","37200","23","2024",19470.5750383918,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1077","37100","23","2024",29295.94709233,"Ind Age Forecast","Bakersfield, CA Metro "
"1078","37000","23","2024",23711.6308101062,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1079","36700","23","2024",5023.35749065115,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1080","36600","23","2024",7296.32177796142,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1081","38300","33","2024",950976.02988549,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1082","38200","33","2024",23393.7337260365,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1083","38100","33","2024",3313.71775791736,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1084","38000","33","2024",137363.951362029,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1085","37800","33","2024",226874.893152603,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1086","37700","33","2024",26452.0912352606,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1087","37500","33","2024",195235.471622125,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1088","37400","33","2024",96742.885939638,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1089","37300","33","2024",5987.072479908,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1090","37200","33","2024",22426.8259449966,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1091","37100","33","2024",20290.0819568282,"Ind Age Forecast","Bakersfield, CA Metro "
"1092","37000","33","2024",42637.4027044837,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1093","36700","33","2024",3889.94885829317,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1094","36600","33","2024",3384.59211966046,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1095","38300","42","2024",324666.859898586,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1096","38200","42","2024",7201.80026435507,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1097","38100","42","2024",2990.70876000074,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1098","38000","42","2024",39291.0617690163,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1099","37800","42","2024",61699.2658306404,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1100","37700","42","2024",7644.26658795472,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1101","37500","42","2024",26985.7734732545,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1102","37400","42","2024",36269.3701909465,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1103","37300","42","2024",1596.14079268303,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1104","37200","42","2024",11554.3110712358,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1105","37100","42","2024",10405.2788679386,"Ind Age Forecast","Bakersfield, CA Metro "
"1106","37000","42","2024",14716.9374820097,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1107","36700","42","2024",1048.10315002828,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1108","36600","42","2024",961.151586224602,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1109","38300","44","2024",1053401.14876806,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1110","38200","44","2024",42964.3879745085,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1111","38100","44","2024",9822.66738233191,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1112","38000","44","2024",188050.085131333,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1113","37800","44","2024",303853.385475282,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1114","37700","44","2024",33613.044113468,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1115","37500","44","2024",117117.820752969,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1116","37400","44","2024",170413.075960291,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1117","37300","44","2024",15197.6150400327,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1118","37200","44","2024",33844.8077826284,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1119","37100","44","2024",41583.1183249867,"Ind Age Forecast","Bakersfield, CA Metro "
"1120","37000","44","2024",48126.6330507543,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1121","36700","44","2024",9327.31392821918,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1122","36600","44","2024",10007.0003731011,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1123","38300","48","2024",385364.928272451,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1124","38200","48","2024",11429.55562587,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1125","38100","48","2024",3416.96531155037,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1126","38000","48","2024",42681.1525331167,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1127","37800","48","2024",109891.192754793,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1128","37700","48","2024",6249.85643796384,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
