code,XHPIN1_CA001,XHPIN1_CA003,XHPIN1_CA005,XHPIN1_CA007,XHPIN1_CA009,XHPIN1_CA011,XHPIN1_CA013,XHPIN1_CA015,XHPIN1_CA017,XHPIN1_CA019,XHPIN1_CA021,XHPIN1_CA023,XHPIN1_CA025,XHPIN1_CA027,XHPIN1_CA029,XHPIN1_CA031,XHPIN1_CA033,XHPIN1_CA035,XHPIN1_CA037,XHPIN1_CA039,XHPIN1_CA041,XHPIN1_CA043,XHPIN1_CA045,XHPIN1_CA047,XHPIN1_CA049,XHPIN1_CA051,XHPIN1_CA053,XHPIN1_CA055,XHPIN1_CA057,XHPIN1_CA059,XHPIN1_CA061,XHPIN1_CA063,XHPIN1_CA065,XHPIN1_CA067,XHPIN1_CA069,XHPIN1_CA071,XHPIN1_CA073,XHPIN1_CA075,XHPIN1_CA077,XHPIN1_CA079,XHPIN1_CA081,XHPIN1_CA083,XHPIN1_CA085,XHPIN1_CA087,XHPIN1_CA089,XHPIN1_CA091,XHPIN1_CA093,XHPIN1_CA095,XHPIN1_CA097,XHPIN1_CA099,XHPIN1_CA101,XHPIN1_CA103,XHPIN1_CA105,XHPIN1_CA107,XHPIN1_CA109,XHPIN1_CA111,XHPIN1_CA113,XHPIN1_CA115,XHPIN2_CA001,XHPIN2_CA003,XHPIN2_CA005,XHPIN2_CA007,XHPIN2_CA009,XHPIN2_CA011,XHPIN2_CA013,XHPIN2_CA015,XHPIN2_CA017,XHPIN2_CA019,XHPIN2_CA021,XHPIN2_CA023,XHPIN2_CA025,XHPIN2_CA027,XHPIN2_CA029,XHPIN2_CA031,XHPIN2_CA033,XHPIN2_CA035,XHPIN2_CA037,XHPIN2_CA039,XHPIN2_CA041,XHPIN2_CA043,XHPIN2_CA045,XHPIN2_CA047,XHPIN2_CA049,XHPIN2_CA051,XHPIN2_CA053,XHPIN2_CA055,XHPIN2_CA057,XHPIN2_CA059,XHPIN2_CA061,XHPIN2_CA063,XHPIN2_CA065,XHPIN2_CA067,XHPIN2_CA069,XHPIN2_CA071,XHPIN2_CA073,XHPIN2_CA075,XHPIN2_CA077,XHPIN2_CA079,XHPIN2_CA081,XHPIN2_CA083,XHPIN2_CA085,XHPIN2_CA087,XHPIN2_CA089,XHPIN2_CA091,XHPIN2_CA093,XHPIN2_CA095,XHPIN2_CA097,XHPIN2_CA099,XHPIN2_CA101,XHPIN2_CA103,XHPIN2_CA105,XHPIN2_CA107,XHPIN2_CA109,XHPIN2_CA111,XHPIN2_CA113,XHPIN2_CA115,XHPIN3_CA001,XHPIN3_CA003,XHPIN3_CA005,XHPIN3_CA007,XHPIN3_CA009,XHPIN3_CA011,XHPIN3_CA013,XHPIN3_CA015,XHPIN3_CA017,XHPIN3_CA019,XHPIN3_CA021,XHPIN3_CA023,XHPIN3_CA025,XHPIN3_CA027,XHPIN3_CA029,XHPIN3_CA031,XHPIN3_CA033,XHPIN3_CA035,XHPIN3_CA037,XHPIN3_CA039,XHPIN3_CA041,XHPIN3_CA043,XHPIN3_CA045,XHPIN3_CA047,XHPIN3_CA049,XHPIN3_CA051,XHPIN3_CA053,XHPIN3_CA055,XHPIN3_CA057,XHPIN3_CA059,XHPIN3_CA061,XHPIN3_CA063,XHPIN3_CA065,XHPIN3_CA067,XHPIN3_CA069,XHPIN3_CA071,XHPIN3_CA073,XHPIN3_CA075,XHPIN3_CA077,XHPIN3_CA079,XHPIN3_CA081,XHPIN3_CA083,XHPIN3_CA085,XHPIN3_CA087,XHPIN3_CA089,XHPIN3_CA091,XHPIN3_CA093,XHPIN3_CA095,XHPIN3_CA097,XHPIN3_CA099,XHPIN3_CA101,XHPIN3_CA103,XHPIN3_CA105,XHPIN3_CA107,XHPIN3_CA109,XHPIN3_CA111,XHPIN3_CA113,XHPIN3_CA115,XHPIN5_CA001,XHPIN5_CA003,XHPIN5_CA005,XHPIN5_CA007,XHPIN5_CA009,XHPIN5_CA011,XHPIN5_CA013,XHPIN5_CA015,XHPIN5_CA017,XHPIN5_CA019,XHPIN5_CA021,XHPIN5_CA023,XHPIN5_CA025,XHPIN5_CA027,XHPIN5_CA029,XHPIN5_CA031,XHPIN5_CA033,XHPIN5_CA035,XHPIN5_CA037,XHPIN5_CA039,XHPIN5_CA041,XHPIN5_CA043,XHPIN5_CA045,XHPIN5_CA047,XHPIN5_CA049,XHPIN5_CA051,XHPIN5_CA053,XHPIN5_CA055,XHPIN5_CA057,XHPIN5_CA059,XHPIN5_CA061,XHPIN5_CA063,XHPIN5_CA065,XHPIN5_CA067,XHPIN5_CA069,XHPIN5_CA071,XHPIN5_CA073,XHPIN5_CA075,XHPIN5_CA077,XHPIN5_CA079,XHPIN5_CA081,XHPIN5_CA083,XHPIN5_CA085,XHPIN5_CA087,XHPIN5_CA089,XHPIN5_CA091,XHPIN5_CA093,XHPIN5_CA095,XHPIN5_CA097,XHPIN5_CA099,XHPIN5_CA101,XHPIN5_CA103,XHPIN5_CA105,XHPIN5_CA107,XHPIN5_CA109,XHPIN5_CA111,XHPIN5_CA113,XHPIN5_CA115,XHPIN4_CA001,XHPIN4_CA003,XHPIN4_CA005,XHPIN4_CA007,XHPIN4_CA009,XHPIN4_CA011,XHPIN4_CA013,XHPIN4_CA015,XHPIN4_CA017,XHPIN4_CA019,XHPIN4_CA021,XHPIN4_CA023,XHPIN4_CA025,XHPIN4_CA027,XHPIN4_CA029,XHPIN4_CA031,XHPIN4_CA033,XHPIN4_CA035,XHPIN4_CA037,XHPIN4_CA039,XHPIN4_CA041,XHPIN4_CA043,XHPIN4_CA045,XHPIN4_CA047,XHPIN4_CA049,XHPIN4_CA051,XHPIN4_CA053,XHPIN4_CA055,XHPIN4_CA057,XHPIN4_CA059,XHPIN4_CA061,XHPIN4_CA063,XHPIN4_CA065,XHPIN4_CA067,XHPIN4_CA069,XHPIN4_CA071,XHPIN4_CA073,XHPIN4_CA075,XHPIN4_CA077,XHPIN4_CA079,XHPIN4_CA081,XHPIN4_CA083,XHPIN4_CA085,XHPIN4_CA087,XHPIN4_CA089,XHPIN4_CA091,XHPIN4_CA093,XHPIN4_CA095,XHPIN4_CA097,XHPIN4_CA099,XHPIN4_CA101,XHPIN4_CA103,XHPIN4_CA105,XHPIN4_CA107,XHPIN4_CA109,XHPIN4_CA111,XHPIN4_CA113,XHPIN4_CA115
11/30/1988,314,0,11,81,34,4,484,9,130,306,3,29,56,3,208,30,22,7,1631,76,54,30,17,78,0,4,156,67,82,984,302,9,1707,815,35,928,2025,9,466,160,231,98,312,54,77,6,14,362,414,302,12,9,4,70,50,268,39,10,10,0,0,4,2,0,4,14,2,40,0,0,2,0,2,0,0,0,94,2,0,0,0,4,0,0,0,0,0,54,0,0,12,0,2,8,30,6,16,4,6,0,4,2,0,0,0,0,10,4,0,0,0,4,2,2,0,0,11,0,0,3,0,0,8,10,0,12,0,0,24,0,8,0,0,0,106,0,0,0,0,0,0,0,10,0,0,74,0,0,7,0,0,15,109,12,0,11,28,3,6,0,0,0,0,0,25,0,0,0,0,0,0,0,16,0,491,0,0,12,0,0,265,0,25,0,0,6,5,0,0,0,5,0,2941,0,0,0,0,0,0,0,14,0,7,542,92,0,873,247,0,245,1562,387,77,0,48,10,17,0,0,0,0,5,0,129,0,0,0,0,0,292,20,0,21,0,0,7,2,0,12,24,2,52,0,0,26,0,10,0,0,0,200,2,0,0,0,4,0,0,10,0,0,128,0,0,19,0,2,23,139,18,16,15,34,3,10,2,0,0,0,0,35,4,0,0,0,4,2,2,16,0
12/31/1988,78,0,16,61,42,1,431,7,123,272,2,24,64,2,203,31,11,3,1619,51,99,10,16,74,0,5,47,25,67,835,251,3,2377,668,21,934,476,26,418,182,83,90,363,39,48,1,2,403,282,401,22,5,4,70,31,288,10,6,14,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,0,0,184,0,4,0,0,0,0,0,0,0,0,80,0,0,10,4,2,34,18,12,0,30,4,2,8,8,0,0,0,0,8,6,0,0,0,2,2,10,0,0,12,0,0,1,0,0,24,0,0,0,0,3,20,0,0,0,0,0,101,0,0,0,0,0,0,0,0,4,0,141,0,0,4,6,6,15,12,21,0,19,21,0,0,21,63,0,0,3,8,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,545,0,0,16,0,0,5,0,5,0,0,0,2345,0,86,0,20,0,0,0,11,0,74,707,0,0,223,64,0,258,286,16,0,0,110,54,384,15,0,0,0,0,0,0,0,0,0,0,0,62,45,0,26,0,0,1,0,0,24,0,0,0,0,3,28,0,4,2,0,0,285,0,4,0,0,0,0,0,0,4,0,221,0,0,14,10,8,49,30,33,0,49,25,2,8,29,63,0,0,3,16,6,0,0,0,2,2,10,0,0
1/31/1989,279,0,21,88,29,0,436,2,96,326,4,21,28,6,198,19,21,0,1467,63,41,8,20,72,1,2,69,83,60,479,196,4,1516,686,17,1273,828,2,663,172,101,114,184,52,74,0,6,126,174,379,25,14,6,84,25,342,41,2,12,0,0,100,2,0,0,0,0,0,0,0,0,0,0,2,0,0,70,0,2,0,0,0,0,0,0,0,0,28,0,0,16,6,0,8,6,6,2,2,8,0,0,0,10,0,0,0,8,18,0,0,0,0,0,12,0,0,6,0,0,0,0,0,7,0,11,4,0,8,6,0,100,0,0,0,76,8,0,0,0,3,0,0,7,0,0,66,0,0,57,3,0,39,17,12,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,12,0,3,0,0,187,0,0,0,0,0,188,0,0,60,0,43,0,0,0,0,0,0,1581,24,5,0,0,0,0,0,10,0,0,266,0,0,77,0,0,630,553,115,80,0,82,0,82,0,0,0,0,152,55,176,0,0,0,0,0,6,14,0,18,0,0,100,2,0,7,0,11,4,0,8,6,0,100,2,0,0,146,8,2,0,0,3,0,0,7,0,0,94,0,0,73,9,0,47,23,18,2,2,8,0,18,0,10,0,0,0,8,22,0,0,0,12,0,15,0,0
2/28/1989,291,0,10,91,41,1,655,5,113,262,5,26,103,2,224,30,28,4,1308,62,122,3,33,127,1,0,121,44,43,451,263,5,1472,653,20,1171,1004,12,237,267,62,93,166,42,45,0,1,305,196,404,27,15,28,103,30,410,23,4,6,0,0,8,0,4,0,0,0,2,0,4,0,0,0,0,0,0,94,0,0,0,0,2,0,0,0,0,0,24,12,0,14,0,4,10,44,6,0,2,8,4,4,0,0,0,0,2,2,2,0,0,4,4,4,6,0,0,39,0,0,12,0,0,19,0,8,83,0,0,0,0,3,0,0,0,97,8,6,0,3,0,0,0,20,0,0,76,8,0,22,4,0,58,33,3,3,10,3,3,19,0,12,0,0,0,3,0,0,0,0,0,0,22,0,0,473,0,0,6,0,0,228,0,0,0,0,5,10,0,12,0,0,0,1623,17,29,0,0,6,0,0,10,0,0,347,7,25,5,7,0,586,351,72,0,0,84,0,112,18,0,0,0,0,0,8,0,0,0,44,0,213,0,0,45,0,0,20,0,4,19,0,8,85,0,4,0,0,3,0,0,0,191,8,6,0,3,2,0,0,20,0,0,100,20,0,36,4,4,68,77,9,3,12,11,7,23,0,12,0,0,2,5,2,0,0,4,4,4,28,0,0
3/31/1989,373,2,24,132,60,3,691,5,116,404,2,35,8,16,414,44,36,7,2174,72,187,21,41,68,3,3,417,29,53,1027,285,7,2318,783,37,1314,1226,13,238,193,113,129,304,59,89,0,11,437,174,423,33,16,1,149,34,242,26,6,2,0,0,0,0,2,6,0,0,46,0,2,0,0,0,6,0,0,116,0,8,0,4,0,0,0,4,2,2,58,8,0,16,12,0,36,24,10,0,4,4,2,0,2,0,0,0,0,2,16,0,0,0,38,0,8,4,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,4,0,0,0,175,0,0,0,3,14,0,0,33,0,0,164,3,0,16,4,0,36,57,12,0,0,22,0,3,0,0,0,0,0,3,60,0,0,0,4,0,46,0,8,41,0,0,0,0,0,134,0,0,0,0,0,44,0,0,0,0,0,1956,25,12,0,6,5,0,0,10,0,0,593,5,0,245,153,18,162,474,19,0,0,238,0,136,0,0,0,36,42,10,69,0,0,0,200,0,201,0,0,2,0,0,4,0,2,10,0,0,49,0,2,0,0,4,6,0,0,291,0,8,0,7,14,0,0,37,2,2,222,11,0,32,16,0,72,81,22,0,4,26,2,3,2,0,0,0,0,5,76,0,0,0,42,0,54,4,8
4/30/1989,354,0,27,208,78,13,423,4,180,396,2,39,46,16,298,57,36,17,1948,92,97,10,57,99,1,17,240,108,79,717,222,25,1901,887,17,1622,1028,9,329,130,67,132,159,47,114,1,14,472,483,581,60,14,5,125,73,303,46,12,2,0,0,2,2,0,4,0,4,16,0,0,2,0,0,4,0,0,106,2,0,0,0,0,0,0,0,0,0,88,12,0,12,0,8,4,26,10,2,8,30,6,0,32,0,0,0,0,8,54,2,0,0,4,2,0,0,0,7,0,0,53,0,0,10,0,0,20,0,11,3,0,8,0,0,0,161,12,3,0,11,13,0,0,12,0,8,183,12,0,0,20,0,28,14,0,0,4,0,0,0,7,4,0,0,0,0,50,0,0,0,6,0,0,0,0,36,0,0,224,0,0,170,0,0,0,0,18,0,0,88,0,0,8,1640,24,125,0,43,0,0,0,163,21,0,570,85,0,309,272,0,546,253,544,0,0,20,0,114,35,0,0,0,32,5,294,0,5,0,0,0,332,0,0,9,0,0,55,2,0,14,0,4,36,0,11,5,0,8,4,0,0,267,14,3,0,11,13,0,0,12,0,8,271,24,0,12,20,8,32,40,10,2,12,30,6,0,39,4,0,0,0,8,104,2,0,0,10,2,0,0,0
5/31/1989,283,0,14,117,83,11,500,7,184,316,6,49,26,3,335,42,31,9,2319,97,140,11,46,69,2,20,169,160,121,948,329,23,2293,889,101,1892,975,11,360,201,66,152,329,97,120,1,18,432,487,376,47,20,5,179,60,318,58,19,6,0,0,2,2,0,30,0,0,18,0,0,0,0,0,0,0,0,147,0,0,0,2,2,0,0,4,6,0,46,0,0,72,10,4,6,22,4,2,2,8,2,2,12,0,0,0,6,6,16,0,0,0,0,2,0,2,0,3,0,0,0,0,0,28,0,4,82,0,0,6,0,0,0,0,0,233,0,0,0,0,0,0,0,9,0,4,192,0,0,17,8,0,27,45,10,0,8,31,23,15,13,56,0,0,6,0,7,27,0,0,3,8,3,0,0,330,0,36,0,0,0,315,6,56,0,0,0,0,0,0,0,0,0,2158,0,248,0,0,35,0,0,10,0,0,895,0,0,206,0,0,664,764,12,0,0,106,0,112,0,0,0,0,55,12,0,25,5,0,12,0,54,0,0,9,0,0,2,2,0,58,0,4,100,0,0,6,0,0,0,0,0,380,0,0,0,2,2,0,0,13,6,4,238,0,0,89,18,4,33,67,14,2,10,39,25,17,25,56,0,0,12,6,23,27,0,0,3,10,3,2,0
6/30/1989,311,2,34,95,88,9,549,8,190,391,6,57,44,6,339,46,28,3,1927,66,78,13,43,127,2,20,125,130,154,549,365,30,2590,1041,49,2258,987,42,338,197,94,197,190,98,124,3,28,748,386,385,62,15,3,110,64,154,35,20,12,0,2,4,0,0,8,0,0,2,2,0,0,0,2,0,0,0,98,0,2,0,0,2,0,2,4,0,0,68,2,0,12,10,0,2,24,0,2,4,12,22,6,4,0,0,4,0,2,2,2,0,0,2,0,4,6,0,0,0,8,0,0,0,0,0,0,8,0,9,3,0,4,0,0,0,164,0,0,0,0,7,0,8,7,3,0,185,4,0,100,16,3,20,31,4,3,0,45,0,0,0,0,0,0,8,9,6,0,0,0,0,20,3,0,0,432,0,16,0,0,0,195,0,6,269,0,54,10,0,0,0,0,0,1818,0,11,0,0,0,0,32,7,0,0,870,64,0,356,273,0,367,439,147,6,0,117,8,232,0,40,0,0,332,0,10,0,5,0,0,0,55,0,0,12,0,10,4,0,0,8,0,0,10,2,9,3,0,6,0,0,0,262,0,2,0,0,9,0,10,11,3,0,253,6,0,112,26,3,22,55,4,5,4,57,22,6,4,0,0,4,8,11,8,2,0,0,2,20,7,6,0
7/31/1989,198,1,61,90,63,6,404,15,180,330,3,39,38,3,392,53,25,8,2147,71,33,13,48,86,0,13,202,81,113,1007,282,14,1765,1196,43,1153,753,12,318,272,104,81,386,39,120,2,21,360,360,248,38,26,8,134,64,321,40,20,10,0,0,20,0,0,2,0,0,0,0,4,2,0,0,2,2,0,74,0,0,0,0,0,0,24,8,0,0,20,0,0,18,6,0,6,132,18,0,2,6,0,2,0,0,0,0,0,0,2,4,0,0,0,0,10,2,0,14,0,0,3,0,0,0,4,4,15,0,10,4,0,16,0,0,0,163,4,0,0,4,0,0,0,0,0,0,45,0,0,55,20,0,3,117,3,0,18,0,4,14,0,0,0,0,0,0,12,0,0,0,3,28,4,4,0,231,0,0,0,0,0,229,0,6,5,0,22,5,0,0,0,0,0,1649,24,49,0,0,0,0,12,5,32,5,375,59,0,329,114,0,204,983,8,24,0,29,17,766,0,0,0,0,16,73,8,0,6,0,40,0,170,24,0,24,0,0,23,0,0,2,4,4,15,0,14,6,0,16,2,2,0,237,4,0,0,4,0,0,24,8,0,0,65,0,0,73,26,0,9,249,21,0,20,6,4,16,0,0,0,0,0,0,14,4,0,0,3,28,14,6,0
8/31/1989,201,0,33,103,66,6,394,17,263,386,5,53,40,5,377,57,54,15,1927,100,33,12,62,125,2,11,73,46,143,744,330,23,2097,907,54,1246,786,15,247,244,173,53,284,89,143,3,22,684,390,316,49,13,8,144,74,510,110,12,2,0,0,2,0,0,0,2,2,2,0,2,0,0,0,0,0,0,84,0,0,4,0,0,0,4,4,2,2,12,0,0,48,18,2,4,10,6,2,0,88,0,4,0,36,0,0,0,8,4,0,6,0,0,4,2,2,0,19,0,0,4,0,0,11,0,5,154,0,0,7,0,4,0,0,0,164,0,3,0,0,0,0,4,0,0,0,68,4,0,133,3,12,12,78,0,0,3,31,11,12,3,0,0,0,4,0,8,0,0,0,3,0,0,0,0,164,0,0,0,0,0,81,0,6,123,0,10,6,0,0,0,0,0,1516,5,5,28,26,7,0,0,0,0,0,431,0,0,147,295,0,0,428,10,0,0,185,0,189,0,0,0,0,0,86,0,0,0,0,0,12,18,0,0,21,0,0,6,0,0,11,2,7,156,0,2,7,0,4,0,0,0,248,0,3,4,0,0,0,8,4,2,2,80,4,0,181,21,14,16,88,6,2,3,119,11,16,3,36,0,0,4,8,12,0,6,0,3,4,2,2,0
9/30/1989,230,0,41,99,71,5,307,11,173,378,0,49,31,3,330,51,34,14,2338,98,43,12,25,198,2,14,155,47,97,322,302,10,1792,733,20,922,519,7,204,205,108,71,129,103,137,1,12,413,257,343,44,11,4,127,65,256,118,13,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,76,0,0,0,2,0,0,8,2,0,0,32,0,0,10,4,0,4,10,16,0,0,10,0,0,2,16,0,0,0,2,18,0,0,0,0,0,6,0,2,17,0,0,9,0,0,11,0,0,18,0,8,8,0,12,0,0,0,140,0,3,0,0,3,0,4,0,0,0,165,3,0,28,28,0,20,33,3,8,0,15,0,4,0,16,0,0,0,10,0,0,0,0,40,0,12,0,0,101,0,0,0,0,0,80,0,0,144,0,16,5,0,0,0,0,0,1718,0,0,0,0,0,0,32,6,0,0,606,32,0,511,10,0,47,113,128,125,0,26,35,29,0,0,0,0,48,336,0,0,9,0,36,12,7,0,0,35,0,0,9,0,0,11,0,0,18,0,8,10,0,12,0,0,2,216,0,3,0,2,3,0,12,2,0,0,197,3,0,38,32,0,24,43,19,8,0,25,0,4,2,32,0,0,0,12,18,0,0,0,40,0,18,0,2
10/31/1989,170,3,18,122,65,3,468,18,210,377,1,58,43,4,393,50,42,12,3203,88,46,18,34,376,0,5,63,59,107,586,267,27,1894,1120,40,1257,1141,6,283,139,70,231,136,39,110,2,12,326,224,393,56,16,6,125,76,171,80,17,14,0,0,2,0,0,4,0,0,4,0,0,0,0,10,0,0,0,54,0,8,0,2,0,0,0,2,4,0,22,2,0,14,2,0,0,18,4,2,2,8,4,4,0,12,0,0,0,6,14,2,0,0,0,0,2,2,0,25,0,12,0,0,0,3,0,0,31,0,3,19,0,48,0,0,0,185,0,0,0,0,0,0,0,0,0,4,79,4,0,8,4,0,19,53,63,0,3,0,3,0,0,36,0,0,7,6,7,0,0,0,11,0,6,0,0,71,0,0,0,0,0,246,6,59,202,0,12,24,0,36,0,40,0,1502,0,0,0,47,0,0,16,0,8,0,619,104,0,264,771,0,16,69,9,10,64,62,0,0,0,12,0,30,0,182,48,0,0,0,0,0,312,22,0,39,0,12,2,0,0,7,0,0,35,0,3,19,0,58,0,0,0,239,0,8,0,2,0,0,0,2,4,4,101,6,0,22,6,0,19,71,67,2,5,8,7,4,0,48,0,0,7,12,21,2,0,0,11,0,8,2,0
11/30/1989,184,1,22,145,54,7,288,6,164,327,3,27,43,7,316,32,50,6,1092,87,33,14,25,149,0,2,80,64,70,509,281,15,1221,972,39,1044,682,7,360,218,90,86,144,24,167,3,10,940,259,519,58,17,6,139,34,169,88,13,22,0,0,2,0,0,4,0,6,4,0,0,2,0,4,0,0,0,58,0,0,0,0,0,0,0,4,0,2,36,0,0,18,8,12,12,34,10,4,10,4,2,0,6,18,0,0,4,6,6,12,0,0,0,2,10,8,0,21,0,0,11,0,0,0,0,0,0,0,0,3,0,15,0,0,0,272,0,0,0,0,0,0,0,9,0,0,95,0,0,10,12,8,27,149,12,8,37,7,5,0,13,8,0,0,4,0,0,0,0,0,0,3,8,0,0,106,0,0,0,0,0,88,0,0,202,0,10,118,11,0,0,31,0,1953,0,11,0,0,6,0,16,40,0,0,167,69,0,465,318,0,28,1172,25,16,6,18,0,169,0,0,0,0,0,14,230,68,10,0,6,0,0,0,0,43,0,0,13,0,0,4,0,6,4,0,0,5,0,19,0,0,0,330,0,0,0,0,0,0,0,13,0,2,131,0,0,28,20,20,39,183,22,12,47,11,7,0,19,26,0,0,8,6,6,12,0,0,0,5,18,8,0
12/31/1989,193,0,22,191,62,1,347,13,126,937,1,31,24,9,302,33,37,3,1944,91,31,10,21,91,1,6,101,33,75,690,192,8,1151,747,22,1099,927,11,287,118,37,47,137,35,89,1,8,157,267,756,52,12,0,114,45,151,37,12,0,0,0,0,0,0,4,0,0,12,0,0,0,0,2,4,0,0,46,0,0,0,10,0,0,0,0,4,0,82,0,0,12,4,0,0,78,20,10,2,0,4,12,2,2,0,0,4,4,28,6,0,0,2,0,14,0,0,52,0,0,0,0,0,8,0,4,22,0,8,3,0,0,0,0,0,221,32,0,0,0,0,0,0,0,0,0,270,4,0,7,0,0,6,68,34,6,0,3,0,5,0,0,0,0,4,3,12,0,0,0,0,0,19,8,0,480,0,0,0,0,0,91,0,0,723,0,5,5,0,17,0,0,0,2359,5,0,0,0,0,0,0,26,0,0,765,887,0,63,92,0,63,1132,6,0,6,25,0,246,95,6,0,0,107,0,6,0,0,0,6,0,111,20,0,52,0,0,0,0,0,12,0,4,34,0,8,3,0,2,4,0,0,267,32,0,0,10,0,0,0,0,4,0,352,4,0,19,4,0,6,146,54,16,2,3,4,17,2,2,0,0,8,7,40,6,0,0,2,0,33,8,0
1/31/1990,119,0,22,70,35,8,324,9,161,204,3,36,58,25,315,43,47,11,910,63,43,7,31,94,0,1,118,30,65,531,150,8,1342,1039,28,1320,902,19,427,112,110,121,222,27,103,0,6,367,208,289,78,24,3,186,43,131,88,17,8,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,88,2,0,0,2,4,0,0,0,0,0,20,4,0,20,4,2,2,30,14,2,24,8,6,2,2,6,0,2,0,2,18,16,0,0,0,0,4,0,0,7,0,0,4,0,0,0,0,0,0,0,31,0,0,4,0,0,0,147,0,0,0,7,0,0,0,8,0,0,58,4,0,22,16,0,70,36,52,7,3,0,11,9,0,8,0,0,0,4,43,0,0,0,0,0,6,0,0,0,0,0,0,0,0,338,0,0,0,0,6,47,0,42,0,0,0,1384,0,0,0,0,0,0,0,5,0,0,495,0,0,188,53,0,302,2134,0,0,0,0,5,282,0,0,0,0,0,116,154,26,0,0,0,0,47,0,0,15,0,0,4,0,0,2,0,0,22,0,31,0,0,4,0,0,0,235,2,0,0,9,4,0,0,8,0,0,78,8,0,42,20,2,72,66,66,9,27,8,17,11,2,14,0,2,0,6,61,16,0,0,0,0,10,0,0
2/28/1990,129,0,15,59,33,17,246,12,115,208,3,47,20,0,410,30,31,2,916,93,29,7,20,67,0,3,202,26,46,319,161,4,1521,927,21,940,530,11,251,126,33,79,171,31,176,0,4,77,142,650,41,26,3,124,50,255,32,14,0,0,0,2,2,0,0,0,0,94,0,2,4,0,2,0,0,0,88,0,0,0,2,0,0,0,4,2,0,22,0,0,16,2,0,46,52,4,0,4,4,30,8,2,6,0,0,0,4,26,0,0,0,0,2,14,0,0,7,0,0,0,0,0,4,0,0,116,0,4,0,0,3,0,0,0,130,4,0,0,0,0,0,0,0,0,0,37,0,0,8,8,0,3,66,15,0,7,8,23,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,68,0,0,0,0,0,5,0,75,302,0,29,0,0,88,0,0,0,1326,0,220,0,0,0,0,0,0,0,0,344,0,0,252,40,0,313,1044,10,0,0,18,54,642,0,6,0,0,0,0,15,0,0,0,0,0,187,0,0,7,0,0,2,2,0,4,0,0,210,0,6,4,0,5,0,0,0,218,4,0,0,2,0,0,0,4,2,0,59,0,0,24,10,0,49,118,19,0,11,12,53,12,2,6,0,0,0,4,42,0,0,0,0,2,14,0,0
3/31/1990,209,1,23,91,55,4,428,19,186,583,5,50,16,3,441,39,49,6,1200,119,35,12,36,107,0,8,89,50,71,202,281,19,1401,869,32,1312,763,15,266,132,76,114,231,33,175,2,6,166,140,630,104,17,7,165,69,120,72,29,22,0,2,2,0,0,0,0,0,24,0,2,0,2,0,0,0,0,112,2,0,0,0,0,0,0,4,2,0,76,0,0,76,4,0,2,44,4,2,0,6,2,2,4,10,0,0,4,0,12,2,2,0,12,0,4,4,0,6,0,0,9,0,4,7,0,0,0,0,0,7,0,6,0,0,0,110,0,0,0,0,0,0,0,0,0,0,98,7,0,34,4,16,4,57,15,0,0,0,0,3,0,4,0,0,0,0,11,0,0,0,18,0,11,16,4,198,0,0,0,0,0,468,0,0,85,0,32,0,0,24,0,0,0,1443,0,60,0,0,6,0,0,0,0,0,847,5,0,420,32,5,139,715,42,24,0,0,138,7,0,6,0,0,0,0,0,0,0,0,0,0,544,144,0,28,0,2,11,0,4,7,0,0,24,0,2,7,2,6,0,0,0,222,2,0,0,0,0,0,0,4,2,0,174,7,0,110,8,16,6,101,19,2,0,6,2,5,4,14,0,0,4,0,23,2,2,0,30,0,15,20,4
4/30/1990,216,1,31,123,56,3,296,10,167,220,6,62,14,6,561,47,46,15,1016,95,57,15,45,141,0,12,98,21,92,301,218,23,1410,997,25,1156,557,14,609,101,69,141,133,33,182,1,20,290,247,417,57,43,6,159,72,95,106,25,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,114,18,0,0,0,0,0,0,4,0,0,30,2,0,8,4,0,0,218,12,0,20,2,4,44,2,0,0,0,6,8,4,0,4,0,0,0,2,50,0,0,0,0,0,0,0,4,0,0,0,0,7,4,3,0,3,0,0,131,0,0,0,0,0,0,4,3,0,0,194,0,4,4,0,0,0,53,15,0,36,0,0,50,18,15,0,0,0,0,0,0,0,0,24,0,46,0,0,88,0,0,22,0,0,18,0,0,96,0,22,38,0,0,20,0,0,897,43,6,0,0,0,0,0,0,0,0,1128,0,0,505,69,0,425,487,6,0,0,6,0,327,0,0,0,0,0,0,0,0,0,0,7,0,42,0,0,0,0,0,0,2,0,4,0,0,2,0,7,4,3,4,3,0,0,245,18,0,0,0,0,0,4,7,0,0,224,2,4,12,4,0,0,271,27,0,56,2,4,94,20,15,0,0,6,8,4,0,4,0,24,0,48,50,0
